Name RAJ2000 DEJ2000 LDD1 e_LDD1 LDD2 e_LDD2 LDDchi2 dLDD Simbad
"HIP 22679" "04 52 37.968" "-16 51 58.96" 0.048 0.003 0.056215 0.001686 0.51519 -2.7383106 Simbad
"HIP 22714" "04 53 04.559" "-01 15 51.98" 0.081 0.006 0.096197 0.002669 0.42132 -2.5327690 Simbad
"HIP 22785" "04 54 04.073" "-11 07 08.29" 0.061 0.004 0.071166 0.002378 0.05895 -2.5415540 Simbad
"HIP 22842" "04 54 51.242" "+44 03 39.11" 0.166 0.011 0.192441 0.005600 0.75932 -2.4037360 Simbad
"HIP 22865" "04 55 08.270" "-30 17 10.13" 0.079 0.005 0.094701 0.002693 0.70303 -3.1401188 Simbad
"HIP 22913" "04 55 50.155" "+15 02 24.99" 0.156 0.011 0.198671 0.005511 1.41802 -3.8792138 Simbad
"HIP 22931" "04 56 04.883" "-05 19 22.23" 0.066 0.005 0.082205 0.002492 0.65071 -3.2409030 Simbad
"HIP 22985" "04 56 44.728" "-04 46 51.95" 0.066 0.005 0.078280 0.002197 0.59139 -2.4559915 Simbad
"HIP 23024" "04 57 04.601" "+47 52 43.81" 0.072 0.005 0.084292 0.002454 0.73015 -2.4583235 Simbad
"HIP 23088" "04 58 09.392" "+25 03 01.46" 0.193 0.013 0.224953 0.006176 1.04223 -2.4579580 Simbad
"HIP 23146" "04 58 48.781" "-45 17 25.44" 0.065 0.004 0.075313 0.002352 0.27127 -2.5782099 Simbad
"HIP 23238" "05 00 01.245" "-34 10 00.72" 0.075 0.005 0.085446 0.002723 0.25211 -2.0891383 Simbad
"HIP 23341" "05 01 15.450" "-45 56 11.02" 0.061 0.004 0.069774 0.002444 0.40212 -2.1936064 Simbad
"HIP 23483" "05 02 48.693" "-08 12 34.06" 0.068 0.005 0.081337 0.002330 0.59221 -2.6672990 Simbad
"HIP 23603" "05 04 32.732" "+43 43 39.58" 0.076 0.005 0.086132 0.002644 0.37323 -2.0264223 Simbad
"HIP 23673" "05 05 20.120" "+07 33 44.97" 0.067 0.005 0.087113 0.002567 0.28352 -4.0225773 Simbad
"HIP 23714" "05 05 54.609" "+01 51 07.98" 0.063 0.004 0.075267 0.002123 0.64991 -3.0668468 Simbad
"HIP 23733" "05 06 08.359" "+33 55 07.27" 0.107 0.007 0.121631 0.003842 0.58605 -2.0901592 Simbad
"HIP 23745" "05 06 13.091" "-03 29 05.81" 0.079 0.005 0.093948 0.002738 0.69260 -2.9895442 Simbad
"HIP 23757" "05 06 22.912" "+02 40 23.75" 0.061 0.004 0.081559 0.002283 1.10599 -5.1396327 Simbad
"HIP 23834" "05 07 26.270" "-08 39 11.34" 0.080 0.005 0.102814 0.003261 0.35309 -4.5627565 Simbad
"HIP 23843" "05 07 34.873" "+02 28 08.85" 0.070 0.005 0.085877 0.002415 0.36061 -3.1753540 Simbad
"HIP 23916" "05 08 20.190" "-08 39 55.17" 0.154 0.011 0.184923 0.005586 0.00388 -2.8111718 Simbad
"HIP 23919" "05 08 21.424" "-02 17 22.59" 0.048 0.003 0.061239 0.001780 0.81189 -4.4130397 Simbad
"HIP 23987" "05 09 23.298" "-51 03 44.76" 0.044 0.003 0.050314 0.001555 0.20313 -2.1045928 Simbad
"HIP 24036" "05 10 01.323" "+75 40 54.62" 0.105 0.007 0.119409 0.003302 1.21486 -2.0584347 Simbad
"HIP 24092" "05 10 32.958" "-18 39 44.79" 0.064 0.004 0.077566 0.002326 0.68792 -3.3914537 Simbad
"HIP 24099" "05 10 34.118" "-11 38 55.10" 0.087 0.006 0.108006 0.003152 0.45421 -3.5010030 Simbad
"HIP 24112" "05 10 43.485" "-20 44 54.27" 0.075 0.005 0.089076 0.002520 0.70547 -2.8151080 Simbad
"HIP 24160" "05 11 18.146" "+29 43 47.80" 0.104 0.007 0.120561 0.003268 0.50812 -2.3659265 Simbad
"HIP 24222" "05 12 03.294" "-49 03 36.87" 0.060 0.004 0.077022 0.002270 0.53478 -4.2555080 Simbad
"HIP 24260" "05 12 27.044" "+72 44 37.12" 0.080 0.005 0.096666 0.002630 1.06423 -3.3331082 Simbad
"HIP 24305" "05 12 55.900" "-16 12 19.72" 0.495 0.034 0.607644 0.051465 0.02816 -3.3130555 Simbad
"HIP 24313" "05 13 02.815" "+61 51 00.14" 0.171 0.012 0.205119 0.005620 0.84347 -2.8432782 Simbad
"HIP 24379" "05 13 49.254" "+37 01 57.61" 0.120 0.008 0.137885 0.003872 0.64920 -2.2356164 Simbad
"HIP 24428" "05 14 29.249" "-07 16 58.16" 0.051 0.004 0.061497 0.001875 0.27507 -2.6242192 Simbad
"HIP 24505" "05 15 24.372" "-26 56 36.64" 0.233 0.016 0.271143 0.007876 0.27800 -2.3839407 Simbad
"HIP 24827" "05 19 18.312" "-18 30 34.41" 0.102 0.007 0.124969 0.003996 0.22601 -3.2812474 Simbad
"HIP 24831" "05 19 23.685" "-27 22 07.98" 0.168 0.012 0.198967 0.005735 0.51128 -2.5805993 Simbad
"HIP 24873" "05 19 59.024" "-12 18 56.13" 0.186 0.013 0.222888 0.006312 0.17627 -2.8375318 Simbad
"HIP 24906" "05 20 18.295" "+19 34 41.62" 0.111 0.008 0.139917 0.003883 1.64352 -3.6146731 Simbad
"HIP 25028" "05 21 31.843" "-00 24 59.37" 0.128 0.009 0.159053 0.005262 0.06360 -3.4503376 Simbad
"HIP 25053" "05 21 50.991" "-13 45 20.46" 0.108 0.007 0.130951 0.003877 0.21715 -3.2787716 Simbad
"HIP 25098" "05 22 22.147" "-56 08 03.84" 0.136 0.009 0.164999 0.004872 0.09612 -3.2221246 Simbad
"HIP 25179" "05 23 10.147" "+01 08 22.63" 0.055 0.004 0.071612 0.002094 0.52744 -4.1530690 Simbad
"HIP 25192" "05 23 22.872" "+28 56 12.33" 0.127 0.009 0.151049 0.004190 0.77062 -2.6720846 Simbad
"HIP 25226" "05 23 43.313" "+56 05 20.04" 0.766 0.053 0.651122 0.049568 1.15103 2.1675060 Simbad
"HIP 25368" "05 25 36.497" "-01 29 28.66" 0.085 0.006 0.108282 0.003464 0.35124 -3.8803778 Simbad
"HIP 25382" "05 25 50.252" "-43 03 43.52" 0.077 0.005 0.087208 0.002453 0.27597 -2.0416260 Simbad
"HIP 25401" "05 26 02.364" "-05 31 06.61" 0.135 0.009 0.162499 0.004948 0.47963 -3.0554733 Simbad
"HIP 25404" "05 26 04.188" "-10 45 27.89" 0.079 0.005 0.097786 0.003026 0.27515 -3.7572415 Simbad
"HIP 25428" "05 26 17.513" "+28 36 26.82" 0.946 0.065 1.155342 0.097303 0.07190 -3.2206410 Simbad
"HIP 25453" "05 26 38.830" "+06 52 07.17" 0.138 0.010 0.160711 0.004690 0.58867 -2.2711172 Simbad
"HIP 25459" "05 26 41.449" "-64 19 27.64" 0.094 0.006 0.109153 0.003067 0.45935 -2.5255184 Simbad
"HIP 25465" "05 26 44.831" "-36 35 05.47" 0.088 0.006 0.104567 0.002983 0.52837 -2.7612038 Simbad
"HIP 25469" "05 26 48.105" "+02 04 05.85" 0.044 0.003 0.055288 0.001578 0.49577 -3.7627592 Simbad
"HIP 25511" "05 27 20.588" "+02 12 57.09" 0.040 0.003 0.047471 0.001329 0.47924 -2.4903827 Simbad
"HIP 25548" "05 27 43.244" "-00 15 32.85" 0.053 0.004 0.067820 0.001935 0.17870 -3.7049212 Simbad
"HIP 25567" "05 27 54.233" "+01 06 18.19" 0.054 0.004 0.073005 0.002022 1.62400 -4.7513328 Simbad
"HIP 25617" "05 28 21.549" "-53 53 07.12" 0.061 0.004 0.076020 0.002368 0.43219 -3.7550411 Simbad
"HIP 25622" "05 28 25.751" "+00 01 13.22" 0.108 0.007 0.133574 0.003870 0.44630 -3.6534720 Simbad
"HIP 25690" "05 29 08.893" "-70 49 31.73" 0.067 0.005 0.078069 0.002321 0.54921 -2.2137375 Simbad
"HIP 25830" "05 30 52.927" "-04 15 16.89" 0.106 0.007 0.122149 0.003298 0.94826 -2.3070328 Simbad
"HIP 25881" "05 31 29.887" "+01 41 24.14" 0.052 0.004 0.067479 0.002018 1.30897 -3.8698277 Simbad
"HIP 25889" "05 31 36.089" "-61 32 28.06" 0.077 0.005 0.097337 0.002790 0.66397 -4.0674090 Simbad
"HIP 25903" "05 31 43.839" "-49 01 06.48" 0.066 0.005 0.076999 0.002529 0.08689 -2.1997497 Simbad
"HIP 25907" "05 31 46.015" "+62 59 06.48" 0.085 0.006 0.099727 0.002902 0.66035 -2.4544435 Simbad
"HIP 26034" "05 33 15.535" "+32 17 21.65" 0.123 0.008 0.144003 0.003896 1.05185 -2.6253264 Simbad
"HIP 26056" "05 33 27.676" "-64 25 05.99" 0.049 0.003 0.055792 0.001606 0.55781 -2.2641532 Simbad
"HIP 26091" "05 33 51.986" "-29 50 57.21" 0.145 0.010 0.165362 0.004662 0.54357 -2.0362290 Simbad
"HIP 26185" "05 34 55.487" "-31 41 40.14" 0.081 0.006 0.098221 0.003138 0.45617 -2.8701127 Simbad
"HIP 26195" "05 34 59.746" "+59 31 26.16" 0.083 0.006 0.097645 0.002672 0.97912 -2.4407606 Simbad
"HIP 26243" "05 35 26.571" "-15 44 16.56" 0.080 0.006 0.095423 0.002926 0.14717 -2.5704913 Simbad
"HIP 26251" "05 35 28.364" "-43 23 52.08" 0.037 0.003 0.049458 0.001378 0.89646 -4.1527870 Simbad
"HIP 26304" "05 36 06.233" "-07 23 47.32" 0.067 0.005 0.088689 0.002781 0.42002 -4.3377223 Simbad
"HIP 26355" "05 36 44.054" "-24 42 11.90" 0.056 0.004 0.067225 0.001938 0.17132 -2.8063056 Simbad
"HIP 26368" "05 36 54.979" "-66 33 37.03" 0.147 0.010 0.172185 0.004862 0.67275 -2.5184677 Simbad
"HIP 26487" "05 38 01.119" "+07 32 29.11" 0.158 0.011 0.189488 0.005284 0.34567 -2.8625605 Simbad
"HIP 26515" "05 38 17.420" "-50 38 27.59" 0.130 0.009 0.156330 0.004870 0.25287 -2.9255054 Simbad
"HIP 26523" "05 38 26.482" "-61 10 01.21" 0.061 0.004 0.074313 0.002062 0.47872 -3.3283613 Simbad
"HIP 26541" "05 38 39.720" "-08 28 15.66" 0.087 0.006 0.107350 0.002973 0.60289 -3.3916000 Simbad
"HIP 26545" "05 38 43.522" "-40 42 26.33" 0.166 0.011 0.189817 0.005676 0.14587 -2.1651660 Simbad
"HIP 26548" "05 38 44.446" "+70 21 52.05" 0.094 0.007 0.121323 0.003331 0.70977 -3.9032695 Simbad
"HIP 26623" "05 39 30.842" "-09 42 23.86" 0.101 0.007 0.130621 0.003684 0.21664 -4.2315240 Simbad
"HIP 26634" "05 39 38.941" "-34 04 26.80" 0.707 0.049 0.843989 0.079395 0.05688 -2.7956840 Simbad
"HIP 26644" "05 39 45.240" "+04 26 04.51" 0.059 0.004 0.074810 0.002039 0.42379 -3.9525719 Simbad
"HIP 26648" "05 39 49.086" "+01 29 30.23" 0.092 0.006 0.119196 0.003273 0.72605 -4.5327406 Simbad
"HIP 26674" "05 40 06.408" "-31 14 44.96" 0.077 0.005 0.090502 0.002612 0.30936 -2.7003870 Simbad
"HIP 26779" "05 41 20.335" "+53 28 51.81" 0.660 0.046 0.792491 0.069862 0.86827 -2.8802376 Simbad
"HIP 26796" "05 41 26.925" "-33 24 02.67" 0.136 0.009 0.161179 0.004743 0.25605 -2.7976832 Simbad
"HIP 26805" "05 41 32.645" "-48 15 02.22" 0.100 0.007 0.118387 0.003550 0.39012 -2.6267310 Simbad
"HIP 26812" "05 41 36.036" "-03 43 52.27" 0.074 0.005 0.088011 0.002745 0.45757 -2.8022275 Simbad
"HIP 26822" "05 41 42.290" "+01 46 33.94" 0.064 0.004 0.072009 0.002190 0.75433 -2.0022783 Simbad
"HIP 26823" "05 41 42.776" "-67 24 09.95" 0.108 0.007 0.133140 0.003721 0.41692 -3.5914404 Simbad
"HIP 26836" "05 41 54.762" "+23 19 34.43" 0.115 0.008 0.136081 0.003702 1.00108 -2.6351650 Simbad
"HIP 26870" "05 42 17.616" "+02 22 01.83" 0.119 0.008 0.143944 0.003952 0.63908 -3.1179450 Simbad
"HIP 26919" "05 42 50.587" "-45 14 07.79" 0.062 0.004 0.081463 0.002355 0.42363 -4.8657520 Simbad
"HIP 26954" "05 43 11.271" "+08 09 46.21" 0.034 0.002 0.041031 0.001137 0.71224 -3.5154407 Simbad
"HIP 26966" "05 43 21.670" "-18 33 26.91" 0.190 0.013 0.218226 0.006614 0.18334 -2.1712642 Simbad
"HIP 27046" "05 44 08.447" "+61 28 35.53" 0.732 0.050 0.618522 0.063272 0.40878 2.2695565 Simbad
"HIP 27089" "05 44 39.227" "-12 46 36.09" 0.076 0.005 0.087488 0.002652 0.10400 -2.2976847 Simbad
"HIP 27196" "05 45 54.041" "+49 49 34.61" 0.250 0.017 0.292119 0.007947 0.68661 -2.4775615 Simbad
"HIP 27250" "05 46 30.888" "-12 43 43.63" 0.052 0.004 0.068629 0.002153 0.59590 -4.1573420 Simbad
"HIP 27303" "05 47 04.577" "-28 38 20.09" 0.107 0.007 0.124233 0.003974 0.05369 -2.4618878 Simbad
"HIP 27342" "05 47 27.394" "-15 15 07.94" 0.078 0.005 0.100303 0.003447 0.63118 -4.4606060 Simbad
"HIP 27345" "05 47 29.960" "+04 06 00.69" 0.074 0.005 0.088690 0.002547 0.48629 -2.9379354 Simbad
"HIP 27368" "05 47 46.782" "-06 26 05.90" 0.055 0.004 0.072776 0.002229 0.23329 -4.4439507 Simbad
"HIP 27438" "05 48 36.021" "-05 49 45.89" 0.068 0.005 0.078187 0.002254 0.46531 -2.0374330 Simbad
"HIP 27510" "05 49 32.653" "-00 40 54.70" 0.066 0.005 0.084516 0.002527 0.67050 -3.7031443 Simbad
"HIP 27534" "05 49 53.521" "-66 54 04.27" 0.189 0.013 0.218219 0.006703 0.25143 -2.2476337 Simbad
"HIP 27535" "05 49 53.646" "+49 50 27.97" 0.083 0.006 0.099875 0.002667 0.65329 -2.8125644 Simbad
"HIP 27566" "05 50 16.783" "-79 21 40.90" 0.188 0.013 0.227723 0.006273 0.42363 -3.0556216 Simbad
"HIP 27592" "05 50 33.874" "+56 55 08.18" 0.178 0.012 0.203431 0.005546 0.72838 -2.1192220 Simbad
"HIP 27603" "05 50 39.010" "-65 15 36.46" 0.078 0.005 0.089561 0.002585 0.00779 -2.3121000 Simbad
"HIP 27665" "05 51 27.546" "-17 54 06.39" 0.055 0.004 0.068006 0.002004 0.52222 -3.2514184 Simbad
"HIP 27667" "05 51 27.835" "+03 46 27.08" 0.048 0.003 0.057865 0.001591 0.54162 -3.2881734 Simbad
"HIP 27731" "05 52 17.254" "+58 57 50.72" 0.149 0.010 0.185088 0.005082 1.04118 -3.6088245 Simbad
"HIP 27754" "05 52 27.952" "-35 21 39.67" 0.060 0.004 0.071122 0.002054 0.39131 -2.7805164 Simbad
"HIP 27832" "05 53 20.003" "+61 40 33.83" 0.075 0.005 0.094481 0.002714 0.68138 -3.8962858 Simbad
"HIP 27924" "05 54 32.265" "+11 45 47.52" 0.135 0.009 0.161803 0.004523 0.90902 -2.9780834 Simbad
"HIP 27966" "05 54 56.974" "-65 53 00.65" 0.067 0.005 0.081147 0.002269 0.52579 -2.8293178 Simbad
"HIP 27976" "05 54 59.541" "-30 18 20.83" 0.079 0.005 0.090359 0.002739 0.32568 -2.2718980 Simbad
"HIP 28060" "05 55 58.884" "-31 31 55.26" 0.114 0.008 0.133509 0.003725 0.62404 -2.4386523 Simbad
"HIP 28067" "05 56 01.961" "+11 31 18.67" 0.067 0.005 0.086458 0.002574 0.77098 -3.8915560 Simbad
"HIP 28082" "05 56 11.917" "-16 43 29.45" 0.065 0.005 0.075209 0.002144 0.88999 -2.0417392 Simbad
"HIP 28112" "05 56 31.954" "-33 26 04.22" 0.096 0.007 0.111926 0.003095 0.49466 -2.2752082 Simbad
"HIP 28170" "05 57 08.258" "+19 13 00.19" 0.062 0.004 0.077620 0.002154 1.38257 -3.9049795 Simbad
"HIP 28263" "05 58 18.858" "+40 47 12.52" 0.087 0.006 0.099638 0.002711 0.80515 -2.1063488 Simbad
"HIP 28278" "05 58 30.908" "-10 50 23.31" 0.082 0.006 0.097170 0.003101 0.29690 -2.5283160 Simbad
"HIP 28349" "05 59 24.877" "+45 37 10.69" 0.131 0.009 0.152111 0.004136 0.66334 -2.3456580 Simbad
"HIP 28480" "06 00 47.431" "-60 53 33.44" 0.059 0.004 0.069538 0.002080 0.66450 -2.6345327 Simbad
"HIP 28527" "06 01 17.566" "+45 09 37.69" 0.092 0.006 0.105941 0.002881 1.10155 -2.3234239 Simbad
"HIP 28637" "06 02 48.603" "+49 54 20.44" 0.156 0.011 0.189685 0.005638 1.03804 -3.0622942 Simbad
"HIP 28662" "06 03 08.345" "-36 52 22.59" 0.100 0.007 0.122010 0.003806 0.29637 -3.1442323 Simbad
"HIP 28673" "06 03 15.197" "+12 37 03.68" 0.082 0.006 0.099185 0.002794 1.05056 -2.8642466 Simbad
"HIP 28735" "06 04 07.217" "-29 20 20.52" 0.071 0.005 0.087323 0.002816 0.25967 -3.2646820 Simbad
"HIP 28800" "06 04 49.111" "-19 29 24.18" 0.055 0.004 0.071098 0.002169 0.51937 -4.0245686 Simbad
"HIP 28849" "06 05 23.879" "-81 59 26.42" 0.064 0.004 0.073164 0.002063 0.61302 -2.2910610 Simbad
"HIP 28856" "06 05 28.410" "-33 30 06.76" 0.094 0.007 0.109154 0.002987 0.54022 -2.1647950 Simbad
"HIP 28861" "06 05 33.900" "+33 35 56.58" 0.135 0.009 0.168417 0.004869 0.80910 -3.7130234 Simbad
"HIP 28877" "06 05 48.334" "-16 57 33.76" 0.074 0.005 0.087487 0.002499 0.42163 -2.6974650 Simbad
"HIP 28952" "06 06 39.405" "-41 13 12.07" 0.113 0.008 0.131105 0.003926 0.39171 -2.2630997 Simbad
"HIP 29027" "06 07 27.351" "+08 16 13.96" 0.063 0.004 0.074434 0.002194 0.50384 -2.8584040 Simbad
"HIP 29031" "06 07 30.768" "-36 18 34.01" 0.078 0.005 0.088251 0.002914 0.33727 -2.0501852 Simbad
"HIP 29034" "06 07 31.633" "-37 15 10.51" 0.230 0.016 0.272850 0.007856 0.06903 -2.6781046 Simbad
"HIP 29134" "06 08 44.262" "-68 50 36.28" 0.237 0.016 0.271033 0.007481 0.35445 -2.1270710 Simbad
"HIP 29136" "06 08 46.504" "-43 48 43.97" 0.074 0.005 0.086714 0.002643 0.18106 -2.5427415 Simbad
"HIP 29178" "06 09 20.198" "-18 07 34.99" 0.135 0.009 0.160242 0.004950 0.40203 -2.8046403 Simbad
"HIP 29180" "06 09 21.940" "+42 25 10.71" 0.046 0.003 0.055363 0.001514 1.26406 -3.1209526 Simbad
"HIP 29275" "06 10 16.623" "-15 03 33.88" 0.090 0.006 0.114704 0.003465 0.30278 -4.1173487 Simbad
"HIP 29284" "06 10 26.491" "-77 06 20.12" 0.127 0.009 0.147725 0.004150 0.67373 -2.3027925 Simbad
"HIP 29333" "06 11 03.906" "-44 52 26.63" 0.068 0.005 0.078419 0.002659 0.13576 -2.0837471 Simbad
"HIP 29347" "06 11 13.656" "-26 28 55.56" 0.169 0.012 0.194474 0.005447 0.36644 -2.1228058 Simbad
"HIP 29370" "06 11 27.884" "-27 03 29.41" 0.104 0.007 0.122823 0.003422 0.68435 -2.6890400 Simbad
"HIP 29497" "06 12 55.503" "-08 43 44.63" 0.092 0.006 0.117848 0.003377 0.53738 -4.3079357 Simbad
"HIP 29507" "06 12 59.165" "-28 27 49.02" 0.099 0.007 0.113959 0.003187 0.18854 -2.1369765 Simbad
"HIP 29508" "06 12 59.398" "+10 17 14.69" 0.117 0.008 0.141457 0.004418 0.49939 -3.0571780 Simbad
"HIP 29539" "06 13 28.219" "-21 16 01.25" 0.053 0.004 0.070265 0.002092 0.58447 -4.3162060 Simbad
"HIP 29546" "06 13 33.479" "-29 23 44.66" 0.097 0.007 0.128258 0.003617 0.63334 -4.4654775 Simbad
"HIP 29579" "06 13 57.105" "-07 14 53.04" 0.123 0.008 0.143927 0.003979 0.28853 -2.6158662 Simbad
"HIP 29619" "06 14 30.296" "-29 36 15.46" 0.104 0.007 0.123795 0.003435 0.56671 -2.8278072 Simbad
"HIP 29671" "06 15 01.688" "-29 21 55.34" 0.101 0.007 0.117326 0.003773 0.29745 -2.3323307 Simbad
"HIP 29676" "06 15 07.230" "-04 37 11.95" 0.050 0.003 0.065795 0.001930 0.37740 -5.2651153 Simbad
"HIP 29704" "06 15 25.128" "+16 08 35.44" 0.184 0.013 0.217349 0.005993 1.07278 -2.5652852 Simbad
"HIP 29711" "06 15 29.673" "-04 54 52.98" 0.200 0.014 0.231228 0.006696 0.49732 -2.2305950 Simbad
"HIP 29715" "06 15 31.829" "+00 50 05.93" 0.069 0.005 0.087660 0.002648 0.47389 -3.7319110 Simbad
"HIP 29727" "06 15 39.474" "-66 17 32.17" 0.071 0.005 0.096152 0.002834 0.77784 -5.0304440 Simbad
"HIP 29728" "06 15 40.177" "+06 03 58.20" 0.122 0.008 0.144545 0.004321 0.36778 -2.8181252 Simbad
"HIP 29735" "06 15 44.886" "-13 43 06.30" 0.247 0.017 0.291326 0.008462 0.15982 -2.6074060 Simbad
"HIP 29790" "06 16 20.593" "+30 06 08.93" 0.102 0.007 0.122135 0.003441 0.51267 -2.8764563 Simbad
"HIP 29816" "06 16 45.003" "-43 38 38.29" 0.093 0.006 0.108271 0.003121 0.24804 -2.5452101 Simbad
"HIP 29823" "06 16 50.377" "-39 37 57.52" 0.070 0.005 0.082601 0.002485 0.38715 -2.5202127 Simbad
"HIP 29851" "06 17 07.932" "-22 22 27.69" 0.108 0.007 0.128038 0.003553 0.84544 -2.8625715 Simbad
"HIP 29902" "06 17 45.700" "+29 13 10.87" 0.079 0.005 0.092582 0.002517 0.59302 -2.7163522 Simbad
"HIP 29907" "06 17 49.793" "-64 01 48.79" 0.074 0.005 0.090602 0.002585 0.45829 -3.3203678 Simbad
"HIP 29922" "06 17 58.685" "+00 13 29.12" 0.071 0.005 0.083703 0.002675 0.18156 -2.5406750 Simbad
"HIP 29965" "06 18 28.717" "-56 59 59.87" 0.082 0.006 0.098207 0.002691 0.97361 -2.7011347 Simbad
"HIP 30007" "06 18 57.920" "-22 02 05.89" 0.083 0.006 0.098196 0.002876 0.41819 -2.5326126 Simbad
"HIP 30019" "06 19 01.842" "+17 19 30.93" 0.133 0.009 0.159892 0.004581 0.38430 -2.9879513 Simbad
"HIP 30025" "06 19 06.273" "+12 44 48.25" 0.099 0.007 0.123166 0.003435 0.87906 -3.4522402 Simbad
"HIP 30028" "06 19 07.931" "-08 35 09.65" 0.147 0.010 0.171566 0.005214 0.34871 -2.4565890 Simbad
"HIP 30054" "06 19 28.473" "-42 53 10.87" 0.061 0.004 0.076348 0.002266 0.78144 -3.8370590 Simbad
"HIP 30060" "06 19 37.383" "+59 00 39.48" 0.405 0.028 0.467266 0.043616 0.06674 -2.2237780 Simbad
"HIP 30069" "06 19 40.956" "-34 23 47.73" 0.161 0.011 0.199095 0.005680 0.32610 -3.4631965 Simbad
"HIP 30088" "06 19 57.367" "-13 59 34.86" 0.121 0.008 0.141566 0.003942 0.46959 -2.5707176 Simbad
"HIP 30151" "06 20 41.095" "-35 38 52.96" 0.042 0.003 0.053530 0.001635 0.23062 -3.8433820 Simbad
"HIP 30202" "06 21 14.479" "+21 07 56.76" 0.074 0.005 0.092770 0.002659 0.82275 -3.7539468 Simbad
"HIP 30205" "06 21 17.892" "+42 20 25.09" 0.130 0.009 0.151960 0.004120 0.93225 -2.4400537 Simbad
"HIP 30264" "06 21 58.462" "-08 13 46.83" 0.074 0.005 0.087957 0.002744 0.35852 -2.7913125 Simbad
"HIP 30299" "06 22 23.199" "-45 57 37.23" 0.089 0.006 0.113756 0.003336 0.29226 -4.1259390 Simbad
"HIP 30373" "06 23 13.136" "+35 31 13.08" 0.100 0.007 0.114244 0.003159 0.71885 -2.0348258 Simbad
"HIP 30460" "06 24 11.704" "+15 51 03.01" 0.069 0.005 0.083190 0.002264 1.17453 -2.8380709 Simbad
"HIP 30505" "06 24 44.497" "-40 17 02.33" 0.141 0.010 0.167873 0.004802 0.28549 -2.6873426 Simbad
"HIP 30507" "06 24 46.604" "+43 32 54.51" 0.108 0.007 0.125325 0.003441 0.44382 -2.4749434 Simbad
"HIP 30524" "06 24 55.799" "-63 49 41.32" 0.103 0.007 0.127651 0.003959 0.14883 -3.5215423 Simbad
"HIP 30549" "06 25 18.855" "-49 36 01.13" 0.077 0.005 0.087098 0.002912 0.17117 -2.0195530 Simbad
"HIP 30580" "06 25 38.922" "-04 49 56.26" 0.084 0.006 0.097214 0.002816 0.16350 -2.2022836 Simbad
"HIP 30594" "06 25 46.528" "+02 16 18.03" 0.139 0.010 0.159379 0.004552 0.38692 -2.0378933 Simbad
"HIP 30672" "06 26 43.627" "-44 04 02.93" 0.070 0.005 0.089349 0.002753 0.54113 -3.8698034 Simbad
"HIP 30675" "06 26 44.852" "-07 30 42.98" 0.135 0.009 0.157692 0.004742 0.21866 -2.5213560 Simbad
"HIP 30754" "06 27 45.403" "-02 39 35.39" 0.068 0.005 0.080051 0.002337 0.42780 -2.4101390 Simbad
"HIP 30762" "06 27 50.955" "+47 24 17.74" 0.124 0.009 0.151990 0.004251 1.12585 -3.1099684 Simbad
"HIP 30776" "06 27 59.027" "-13 09 38.11" 0.103 0.007 0.119734 0.003564 0.07904 -2.3905954 Simbad
"HIP 30786" "06 28 05.620" "-27 08 36.99" 0.064 0.004 0.084603 0.002417 1.12096 -5.1507520 Simbad
"HIP 30832" "06 28 35.937" "-01 35 22.45" 0.064 0.004 0.075861 0.002434 0.23769 -2.9651837 Simbad
"HIP 30852" "06 28 42.908" "-06 58 12.13" 0.077 0.005 0.090695 0.002647 0.37565 -2.7390227 Simbad
"HIP 30942" "06 29 37.906" "-17 00 40.85" 0.104 0.007 0.124250 0.003486 0.66522 -2.8928635 Simbad
"HIP 31006" "06 30 25.254" "+41 24 06.08" 0.119 0.008 0.139118 0.003816 1.01054 -2.5147440 Simbad
"HIP 31011" "06 30 27.467" "-04 41 48.53" 0.076 0.005 0.089563 0.002778 0.29551 -2.7125225 Simbad
"HIP 31012" "06 30 27.723" "-68 56 51.67" 0.060 0.004 0.075885 0.002129 0.77662 -3.9711640 Simbad
"HIP 31017" "06 30 29.787" "-14 57 15.72" 0.117 0.008 0.135163 0.003963 0.34202 -2.2704377 Simbad
"HIP 31048" "06 30 52.726" "-32 30 10.89" 0.064 0.004 0.073599 0.002375 0.24349 -2.3996513 Simbad
"HIP 31058" "06 31 03.101" "+39 45 16.63" 0.130 0.009 0.154103 0.004178 1.27201 -2.6781445 Simbad
"HIP 31160" "06 32 19.366" "-65 22 15.50" 0.083 0.006 0.095844 0.002899 0.42578 -2.1407454 Simbad
"HIP 31204" "06 32 46.412" "+55 36 23.90" 0.089 0.006 0.101690 0.002753 0.60879 -2.1150620 Simbad
"HIP 31238" "06 33 09.679" "+46 28 34.47" 0.105 0.007 0.122160 0.003332 1.76392 -2.4514900 Simbad
"HIP 31245" "06 33 12.514" "+46 34 26.70" 0.071 0.005 0.085412 0.002339 1.30368 -2.8824718 Simbad
"HIP 31273" "06 33 28.652" "-24 13 19.79" 0.062 0.004 0.074032 0.002154 0.30048 -3.0081160 Simbad
"HIP 31290" "06 33 42.656" "+33 01 26.53" 0.160 0.011 0.188400 0.005006 1.00356 -2.5817766 Simbad
"HIP 31335" "06 34 14.439" "-63 55 05.20" 0.043 0.003 0.056445 0.001825 0.50317 -4.4817677 Simbad
"HIP 31362" "06 34 35.333" "-32 42 58.52" 0.181 0.012 0.217047 0.006090 0.25238 -3.0038865 Simbad
